current,throttle,volt,speed,fwd,rev,timestamp
329,161,332,0,0,0,1567566940.44848
329,161,334,0,0,0,1567566940.54856
329,161,333,0,0,0,1567566940.64790
328,161,333,0,0,0,1567566940.74825
328,161,333,0,0,0,1567566941.04782
328,161,334,0,0,0,1567566941.14859
328,161,333,0,0,0,1567566941.24866
329,161,333,0,0,0,1567566941.34781
329,161,333,0,0,0,1567566941.44792
329,161,332,0,0,0,1567566941.54784
329,161,333,0,0,0,1567566941.64793
329,161,333,0,0,0,1567566941.94863
329,161,334,0,0,0,1567566942.04817
329,161,334,0,0,0,1567566942.14791
329,161,333,0,0,0,1567566942.24871
329,161,333,0,0,0,1567566942.34883
328,161,332,0,0,0,1567566942.44838
328,161,334,0,0,0,1567566942.64833
328,161,333,0,0,0,1567566942.84787
328,161,333,0,0,0,1567566942.94821
329,161,334,0,0,0,1567566943.04860
329,161,333,0,0,0,1567566943.24782
328,161,334,0,0,0,1567566943.34878
328,161,333,0,0,0,1567566943.44790
328,161,333,0,0,0,1567566943.54854
329,161,333,0,0,0,1567566943.64806
329,161,334,0,0,0,1567566943.74842
328,161,333,0,0,0,1567566943.84837
328,161,334,0,0,0,1567566943.94851
329,161,334,0,0,0,1567566944.04851
328,161,333,0,0,0,1567566944.14814
329,161,333,0,0,0,1567566944.24804
329,161,333,0,0,0,1567566944.34794
328,161,334,0,0,0,1567566944.44877
328,161,333,0,0,0,1567566944.54849
328,161,332,0,0,0,1567566944.64812
328,161,334,0,0,0,1567566944.94901
328,161,333,0,0,0,1567566945.04786
329,161,333,0,0,0,1567566945.14860
328,161,333,0,0,0,1567566945.24879
329,161,335,0,0,0,1567566945.44842
329,161,333,0,0,0,1567566945.54871
328,161,332,0,0,0,1567566945.64794
328,161,335,0,0,0,1567566945.74832
328,161,334,0,0,0,1567566946.24859
329,161,333,0,0,0,1567566946.34888
328,161,334,0,0,0,1567566946.54786
328,161,334,0,0,0,1567566946.64848
328,161,332,0,0,0,1567566946.74879
328,161,333,0,0,0,1567566946.84875
328,161,333,0,0,0,1567566946.94871
328,161,333,0,0,0,1567566947.14883
329,161,333,0,0,0,1567566947.24809
328,161,333,0,0,0,1567566947.34791
328,161,334,0,0,0,1567566947.44788
328,161,334,0,0,0,1567566947.54841
328,161,333,0,0,0,1567566947.64795
328,161,333,0,0,0,1567566947.84835
328,161,334,0,0,0,1567566947.94882
328,161,332,0,0,0,1567566948.04785
328,161,333,0,0,0,1567566948.14853
328,161,333,0,0,0,1567566948.24809
328,161,333,0,0,0,1567566948.34857
328,161,334,0,0,0,1567566948.44800
328,161,333,0,0,0,1567566948.64804
329,161,333,0,100,0,1567566949.04860
329,161,331,0,100,0,1567566949.14876
329,161,333,0,100,0,1567566949.24871
328,161,332,0,100,0,1567566949.34860
329,161,333,0,100,0,1567566949.44807
328,161,332,0,100,0,1567566949.54866
331,213,334,0,100,0,1567566949.74830
330,221,334,0,100,0,1567566949.84835
330,239,333,0,100,0,1567566949.94804
330,265,333,0,100,0,1567566950.04842
331,281,334,0,100,0,1567566950.14841
331,288,334,0,100,0,1567566950.24867
333,293,334,0,100,0,1567566950.34847
333,294,332,1,100,0,1567566950.44882
332,294,334,0,100,0,1567566950.54857
333,294,333,0,100,0,1567566950.64860
332,298,334,1,100,0,1567566950.74826
332,292,333,0,100,0,1567566950.84797
333,291,332,0,100,0,1567566950.94857
333,296,334,1,100,0,1567566951.04813
334,319,334,0,100,0,1567566951.14867
336,374,333,1,100,0,1567566951.34985
344,416,332,0,100,0,1567566951.44797
342,426,333,1,100,0,1567566951.54814
344,419,334,1,100,0,1567566951.64794
345,394,334,2,100,0,1567566951.84866
342,389,331,2,100,0,1567566952.04809
345,388,333,2,100,0,1567566952.14831
348,392,333,2,100,0,1567566952.24859
347,397,333,2,100,0,1567566952.44880
349,394,333,2,100,0,1567566952.54840
352,393,334,3,100,0,1567566953.14828
354,393,334,4,100,0,1567566953.24882
356,393,332,4,100,0,1567566953.34845
355,391,331,3,100,0,1567566953.44787
355,389,332,4,100,0,1567566953.54823
357,387,335,5,100,0,1567566953.64851
358,388,332,4,100,0,1567566953.74875
363,385,332,4,100,0,1567566953.84805
359,377,332,5,100,0,1567566953.94963
359,376,332,5,100,0,1567566954.04877
358,373,332,5,100,0,1567566954.14844
358,361,332,6,100,0,1567566954.34790
357,355,333,5,100,0,1567566954.44829
358,351,333,5,100,0,1567566954.54868
361,361,331,6,100,0,1567566954.64790
358,359,333,5,100,0,1567566954.74842
365,355,332,6,100,0,1567566954.84821
357,354,332,6,100,0,1567566954.94845
360,351,331,5,100,0,1567566955.04830
364,332,333,6,100,0,1567566955.14823
356,338,332,7,100,0,1567566955.24785
360,324,331,6,100,0,1567566955.34847
351,264,333,6,100,0,1567566955.44806
341,265,332,6,100,0,1567566955.54800
347,262,332,7,100,0,1567566955.64938
343,268,333,6,100,0,1567566955.74811
344,271,331,7,100,0,1567566955.84865
343,266,333,6,100,0,1567566955.94879
345,261,332,7,100,0,1567566956.04865
343,265,332,6,100,0,1567566956.34796
346,264,333,7,100,0,1567566956.44845
343,269,328,6,100,0,1567566956.54783
348,272,333,7,100,0,1567566956.64860
343,252,332,7,100,0,1567566956.74870
341,261,328,6,100,0,1567566956.84823
361,299,332,7,100,0,1567566957.04784
348,285,332,7,100,0,1567566957.14877
351,291,332,7,100,0,1567566957.44838
349,298,332,7,100,0,1567566957.84842
352,296,331,7,100,0,1567566958.24796
351,293,334,7,100,0,1567566958.44867
362,294,332,8,100,0,1567566958.74827
352,292,327,7,100,0,1567566958.84868
356,299,333,8,100,0,1567566958.94801
357,297,332,8,100,0,1567566959.04866
356,293,331,8,100,0,1567566959.14843
356,298,332,7,100,0,1567566959.24784
357,297,333,8,100,0,1567566959.44878
355,289,331,8,100,0,1567566959.54789
354,293,331,8,100,0,1567566959.64849
356,293,333,8,100,0,1567566959.74834
354,278,333,8,100,0,1567566959.84829
349,264,332,7,100,0,1567566959.94820
349,262,333,8,100,0,1567566960.04866
346,261,331,9,100,0,1567566960.14846
347,269,331,8,100,0,1567566960.24853
356,269,333,8,100,0,1567566960.34791
355,266,332,8,100,0,1567566960.44805
355,276,332,8,100,0,1567566960.54834
355,282,332,8,100,0,1567566960.64866
351,277,332,8,100,0,1567566960.74848
351,288,332,8,100,0,1567566960.94839
353,283,334,8,100,0,1567566961.14781
362,288,332,8,100,0,1567566961.34836
356,287,332,8,100,0,1567566961.44862
353,294,333,9,100,0,1567566961.54800
357,295,332,8,100,0,1567566961.64832
357,294,331,9,100,0,1567566961.74873
359,296,332,9,100,0,1567566961.84843
368,299,332,9,100,0,1567566962.04836
352,297,331,9,100,0,1567566962.14803
356,297,333,9,100,0,1567566962.34788
356,297,332,10,100,0,1567566962.54800
361,293,332,10,100,0,1567566962.74797
358,293,333,10,100,0,1567566962.84826
358,299,332,10,100,0,1567566962.94808
360,295,331,10,100,0,1567566963.04805
370,296,332,10,100,0,1567566963.14855
361,296,330,10,100,0,1567566963.34860
362,289,330,10,100,0,1567566963.44860
379,294,332,11,100,0,1567566963.64833
370,286,333,10,100,0,1567566963.74879
367,299,331,11,100,0,1567566963.84806
359,292,332,11,100,0,1567566963.94871
362,288,331,11,100,0,1567566964.14863
370,286,331,11,100,0,1567566964.24814
353,272,331,11,100,0,1567566964.34841
360,281,333,12,100,0,1567566964.44891
369,293,332,12,100,0,1567566964.54780
354,275,332,11,100,0,1567566964.64820
361,275,331,12,100,0,1567566964.74865
368,278,331,12,100,0,1567566964.94782
357,287,332,12,100,0,1567566965.24789
358,281,332,12,100,0,1567566965.34832
372,279,332,13,100,0,1567566965.44812
360,285,333,12,100,0,1567566965.54829
358,274,331,13,100,0,1567566965.64869
358,265,332,13,100,0,1567566965.84811
354,246,332,12,100,0,1567566965.94834
346,237,332,13,100,0,1567566966.04848
344,244,332,13,100,0,1567566966.14819
357,248,333,13,100,0,1567566966.24821
361,243,331,13,100,0,1567566966.34888
353,241,332,13,100,0,1567566966.44848
347,242,332,12,100,0,1567566966.54794
348,256,333,13,100,0,1567566966.64846
351,254,332,13,100,0,1567566966.74849
346,243,331,14,100,0,1567566966.84834
341,213,333,13,100,0,1567566966.94840
340,162,332,12,100,0,1567566967.04841
336,159,333,13,100,0,1567566967.14848
325,159,332,13,100,0,1567566967.24847
329,161,333,13,100,0,1567566967.34818
330,161,333,13,100,0,1567566967.44802
327,161,334,13,100,0,1567566967.54792
339,161,332,12,100,0,1567566967.64849
335,161,332,13,100,0,1567566967.74792
328,161,333,12,100,0,1567566967.84794
330,161,333,13,100,0,1567566967.94866
340,161,333,13,100,0,1567566968.04819
336,161,332,13,100,0,1567566968.14828
329,161,333,12,100,0,1567566968.24796
341,161,332,12,100,0,1567566968.34879
333,161,333,13,100,0,1567566968.44870
331,161,334,12,100,0,1567566968.54815
337,161,333,12,100,0,1567566968.64848
327,165,333,12,100,0,1567566968.74839
334,163,333,12,100,0,1567566968.84855
327,161,333,12,100,0,1567566968.94792
336,161,333,12,100,0,1567566969.14836
327,161,332,12,100,0,1567566969.24782
335,161,331,11,100,0,1567566969.34854
332,162,334,11,100,0,1567566969.54785
328,156,333,9,100,0,1567566971.04845
333,158,333,8,100,0,1567566971.14792
336,161,333,8,100,0,1567566971.44867
337,161,332,8,100,0,1567566971.54808
333,158,333,8,100,0,1567566971.64882
334,161,334,7,100,0,1567566971.74802
329,161,334,7,100,0,1567566971.84826
330,162,333,7,100,0,1567566971.94874
333,162,333,7,100,0,1567566972.04786
330,161,334,6,100,0,1567566972.14857
331,161,333,7,100,0,1567566972.24786
335,161,334,6,100,0,1567566972.34867
332,161,333,6,100,0,1567566972.44899
330,161,333,6,100,0,1567566972.54818
330,161,333,5,100,0,1567566972.64793
330,161,332,6,100,0,1567566972.74794
330,161,333,5,100,0,1567566972.84786
330,161,334,4,100,0,1567566972.94809
331,161,333,5,100,0,1567566973.04805
332,161,333,5,100,0,1567566973.14818
329,161,332,4,100,0,1567566973.24824
333,164,332,4,100,0,1567566973.34820
329,168,333,4,100,0,1567566973.44851
332,164,332,3,100,0,1567566973.54791
330,163,334,4,100,0,1567566973.64786
330,161,333,2,100,0,1567566974.64867
329,161,334,2,100,0,1567566974.74845
331,161,333,2,100,0,1567566975.14849
330,154,332,2,100,0,1567566975.44799
330,156,332,2,100,0,1567566975.54789
332,161,333,2,100,0,1567566975.74833
332,161,333,3,100,0,1567566975.84878
334,228,334,3,100,0,1567566976.04867
335,234,332,3,100,0,1567566976.14781
335,242,332,3,100,0,1567566976.24858
335,255,333,3,100,0,1567566976.34783
335,259,334,2,100,0,1567566976.44833
336,267,333,3,100,0,1567566976.54828
338,278,332,3,100,0,1567566976.64870
339,283,334,4,100,0,1567566976.74872
341,291,332,3,100,0,1567566976.84862
346,348,333,4,100,0,1567566977.04795
348,343,331,3,100,0,1567566977.14813
349,346,332,4,100,0,1567566977.24873
348,342,333,4,100,0,1567566977.34861
340,281,332,5,100,0,1567566977.54825
342,276,332,5,100,0,1567566977.74799
340,268,333,4,100,0,1567566977.84873
340,268,333,5,100,0,1567566977.94854
339,268,334,4,100,0,1567566978.04804
344,268,334,5,100,0,1567566978.14812
344,267,333,5,100,0,1567566978.24782
341,268,332,5,100,0,1567566978.34866
342,265,333,5,100,0,1567566978.44820
341,258,334,5,100,0,1567566978.54809
339,258,333,6,100,0,1567566978.64875
341,246,333,5,100,0,1567566978.84792
337,227,332,6,100,0,1567566978.94800
335,187,332,5,100,0,1567566979.04872
333,154,334,5,100,0,1567566979.14791
331,157,332,6,100,0,1567566979.34832
333,162,333,6,100,0,1567566979.45945
333,161,334,5,100,0,1567566979.74820
332,161,332,5,100,0,1567566979.84873
332,161,333,6,100,0,1567566979.94803
331,161,333,5,100,0,1567566980.34788
330,161,333,5,100,0,1567566980.44859
331,161,333,5,100,0,1567566980.54800
333,161,333,5,100,0,1567566980.64813
335,161,333,6,100,0,1567566980.74841
336,167,334,5,100,0,1567566980.84781
333,167,333,5,100,0,1567566980.94787
334,169,331,5,100,0,1567566981.04828
332,161,333,5,100,0,1567566981.14809
332,161,332,5,100,0,1567566982.14822
334,193,332,5,100,0,1567566982.44778
337,183,332,4,100,0,1567566982.54855
335,165,333,5,100,0,1567566982.64780
334,172,333,5,100,0,1567566982.74789
333,186,334,5,100,0,1567566982.84821
334,217,332,5,100,0,1567566982.94836
339,257,334,5,100,0,1567566983.04861
345,297,333,5,100,0,1567566983.14838
350,293,332,5,100,0,1567566983.24782
349,288,334,5,100,0,1567566983.34805
349,279,333,5,100,0,1567566983.44909
344,255,332,5,100,0,1567566983.54815
344,272,334,5,100,0,1567566983.74856
343,269,332,6,100,0,1567566983.84859
344,277,332,5,100,0,1567566983.94803
353,323,332,5,100,0,1567566984.34838
355,331,332,6,100,0,1567566984.44831
354,323,332,6,100,0,1567566984.64798
356,325,331,6,100,0,1567566984.74851
363,359,333,6,100,0,1567566984.84802
370,381,331,6,100,0,1567566984.94824
363,351,333,7,100,0,1567566985.04844
357,341,330,6,100,0,1567566985.14824
362,352,332,6,100,0,1567566985.24795
360,353,333,7,100,0,1567566985.34838
364,366,333,6,100,0,1567566985.44828
389,416,330,8,100,0,1567566986.14847
393,422,329,7,100,0,1567566986.24915
391,416,331,8,100,0,1567566986.34823
387,425,332,8,100,0,1567566986.44845
392,444,331,8,100,0,1567566986.54802
398,443,331,9,100,0,1567566986.64796
411,437,331,8,100,0,1567566986.74822
391,434,332,9,100,0,1567566986.84837
397,435,331,9,100,0,1567566986.94874
394,435,331,9,100,0,1567566987.04805
412,443,330,10,100,0,1567566987.14935
408,438,329,9,100,0,1567566987.24865
397,428,330,10,100,0,1567566987.34785
397,438,330,10,100,0,1567566987.44871
409,445,330,10,100,0,1567566987.74792
408,428,330,11,100,0,1567566987.84863
400,418,330,11,100,0,1567566987.94777
411,424,330,11,100,0,1567566988.04866
402,422,329,12,100,0,1567566988.14823
392,347,332,12,100,0,1567566988.34821
376,343,331,12,100,0,1567566988.44881
390,327,331,12,100,0,1567566988.64862
379,322,330,12,100,0,1567566988.74793
374,328,331,12,100,0,1567566988.84794
390,321,330,12,100,0,1567566988.94867
381,323,331,13,100,0,1567566989.04859
371,324,331,13,100,0,1567566989.14792
372,319,330,12,100,0,1567566989.24835
381,315,330,13,100,0,1567566989.34794
375,312,331,12,100,0,1567566989.54852
373,298,331,13,100,0,1567566989.64843
374,296,331,13,100,0,1567566989.94775
378,296,332,13,100,0,1567566990.24779
369,296,331,14,100,0,1567566990.44908
376,295,330,14,100,0,1567566990.74856
374,298,332,14,100,0,1567566990.84814
377,299,330,14,100,0,1567566991.04831
378,298,331,14,100,0,1567566991.14835
376,296,331,14,100,0,1567566991.54861
375,295,331,14,100,0,1567566991.74810
352,175,333,15,100,0,1567566991.84850
339,161,333,14,100,0,1567566991.94808
339,157,332,14,100,0,1567566992.04782
337,161,331,15,100,0,1567566992.24868
324,161,333,15,100,0,1567566992.34822
336,161,331,14,100,0,1567566992.44777
335,161,334,14,100,0,1567566992.54799
325,161,333,14,100,0,1567566992.64790
338,161,332,15,100,0,1567566992.74789
335,161,333,14,100,0,1567566992.84784
325,164,333,14,100,0,1567566992.94775
337,161,331,14,100,0,1567566993.04782
344,165,332,14,100,0,1567566993.14832
339,161,333,13,100,0,1567566993.24809
338,165,331,14,100,0,1567566993.34790
338,165,332,13,100,0,1567566993.44777
334,161,333,12,100,0,1567566994.04862
336,158,334,11,100,0,1567566994.34851
337,158,331,11,100,0,1567566994.44848
328,158,333,9,100,0,1567566994.74842
334,161,332,9,100,0,1567566994.84816
336,162,332,9,100,0,1567566994.94846
329,161,330,8,100,0,1567566995.04827
329,161,334,8,100,0,1567566995.14786
329,161,333,7,100,0,1567566995.25702
334,161,333,6,100,0,1567566995.44843
328,161,333,7,100,0,1567566995.54799
332,161,332,6,100,0,1567566995.64809
333,161,333,6,100,0,1567566995.74868
330,164,333,6,100,0,1567566995.84865
330,161,333,6,100,0,1567566995.94788
331,164,332,5,100,0,1567566996.04830
330,161,334,4,100,0,1567566996.64855
332,161,333,4,100,0,1567566996.94843
333,158,332,4,100,0,1567566997.14797
331,156,333,4,100,0,1567566997.24813
334,158,333,3,100,0,1567566997.34819
330,161,332,4,100,0,1567566997.44842
332,161,334,4,100,0,1567566997.54807
332,161,332,3,100,0,1567566997.64791
331,183,333,4,100,0,1567566997.74864
334,246,334,4,100,0,1567566997.84822
341,292,333,4,100,0,1567566997.94810
343,318,333,3,100,0,1567566998.14855
350,316,332,4,100,0,1567566998.24883
344,312,334,4,100,0,1567566998.44872
343,312,333,4,100,0,1567566998.54827
343,299,332,4,100,0,1567566998.74830
346,311,332,4,100,0,1567566998.94846
344,315,332,4,100,0,1567566999.24804
347,329,332,5,100,0,1567566999.34840
354,334,332,4,100,0,1567566999.44779
352,343,332,5,100,0,1567566999.55657
354,346,332,4,100,0,1567566999.74918
358,353,333,5,100,0,1567566999.84795
356,364,331,5,100,0,1567566999.95020
358,367,330,5,100,0,1567567000.04808
360,375,332,5,100,0,1567567000.14842
362,394,331,5,100,0,1567567000.24779
371,399,331,6,100,0,1567567000.44815
373,426,331,6,100,0,1567567000.64856
371,423,332,6,100,0,1567567000.84862
379,426,331,7,100,0,1567567000.94838
373,424,330,6,100,0,1567567001.04873
376,439,331,7,100,0,1567567001.14807
389,474,330,6,100,0,1567567001.24781
388,459,330,7,100,0,1567567001.34846
394,469,331,8,100,0,1567567001.44842
402,474,332,7,100,0,1567567001.54813
398,465,329,8,100,0,1567567001.64799
395,471,330,8,100,0,1567567001.74835
403,491,331,8,100,0,1567567001.84783
406,488,330,9,100,0,1567567001.94884
407,483,331,9,100,0,1567567002.04862
402,483,329,10,100,0,1567567002.14832
408,487,330,9,100,0,1567567002.24787
415,485,329,10,100,0,1567567002.34835
428,472,329,10,100,0,1567567002.44815
426,473,329,10,100,0,1567567002.54851
436,476,328,10,100,0,1567567002.64862
429,487,328,11,100,0,1567567002.74786
424,488,330,11,100,0,1567567002.84802
440,497,328,11,100,0,1567567002.94819
458,545,327,13,100,0,1567567003.34776
488,537,327,14,100,0,1567567003.44847
506,553,325,14,100,0,1567567003.84921
505,549,327,14,100,0,1567567003.94842
484,552,327,15,100,0,1567567004.04877
513,528,324,15,100,0,1567567004.24790
517,531,325,17,100,0,1567567004.34775
501,534,326,16,100,0,1567567004.44875
483,527,327,16,100,0,1567567004.54809
519,544,325,17,100,0,1567567004.74786
533,537,325,17,100,0,1567567004.84797
519,534,326,17,100,0,1567567004.94787
506,547,326,18,100,0,1567567005.04823
515,537,323,18,100,0,1567567005.14865
535,542,325,18,100,0,1567567005.24784
519,534,323,19,100,0,1567567005.34839
507,526,325,19,100,0,1567567005.44803
538,537,325,19,100,0,1567567005.54840
540,528,324,19,100,0,1567567005.65062
503,514,326,20,100,0,1567567005.74900
525,517,325,21,100,0,1567567005.94822
509,514,325,21,100,0,1567567006.04778
514,493,325,21,100,0,1567567006.14857
520,494,323,21,100,0,1567567006.35040
552,486,322,22,100,0,1567567006.44840
498,474,326,22,100,0,1567567006.54781
520,477,326,22,100,0,1567567006.64871
525,454,323,22,100,0,1567567006.74792
519,459,325,22,100,0,1567567006.84853
491,457,325,23,100,0,1567567006.94854
556,438,324,23,100,0,1567567007.04813
503,467,326,23,100,0,1567567007.14860
557,489,323,23,100,0,1567567007.34863
535,494,324,24,100,0,1567567007.44787
540,497,321,24,100,0,1567567007.54844
522,479,324,24,100,0,1567567007.74812
609,519,321,25,100,0,1567567007.84842
591,536,321,25,100,0,1567567007.94860
572,523,324,25,100,0,1567567008.04886
621,499,321,26,100,0,1567567008.44854
531,495,324,27,100,0,1567567008.64875
563,497,324,27,100,0,1567567008.74791
573,493,325,27,100,0,1567567008.94820
535,491,322,28,100,0,1567567009.04851
566,498,323,28,100,0,1567567009.24864
540,485,323,29,100,0,1567567009.44849
547,484,323,29,100,0,1567567009.54834
546,462,322,29,100,0,1567567009.64823
542,476,323,30,100,0,1567567009.74867
538,452,326,29,100,0,1567567009.84840
536,466,324,30,100,0,1567567009.94849
534,466,323,30,100,0,1567567010.04865
543,472,324,30,100,0,1567567010.14798
561,469,323,30,100,0,1567567010.24795
537,461,322,31,100,0,1567567010.34832
540,467,323,31,100,0,1567567010.44852
538,461,323,31,100,0,1567567010.54799
524,453,324,31,100,0,1567567010.64850
523,474,322,31,100,0,1567567010.74871
536,463,323,32,100,0,1567567010.84783
518,451,323,31,100,0,1567567010.94808
535,459,324,32,100,0,1567567011.04997
523,447,324,32,100,0,1567567011.14800
540,459,324,32,100,0,1567567011.24809
536,454,324,32,100,0,1567567011.34835
533,453,326,33,100,0,1567567011.44783
546,452,325,32,100,0,1567567011.54813
534,444,324,33,100,0,1567567011.94840
521,457,324,35,100,0,1567567012.14780
531,464,323,33,100,0,1567567012.24824
522,454,322,34,100,0,1567567012.34857
520,461,324,34,100,0,1567567012.54835
529,439,323,34,100,0,1567567012.64801
516,441,325,34,100,0,1567567012.74836
536,456,324,34,100,0,1567567012.84812
533,451,323,34,100,0,1567567012.94855
539,443,324,35,100,0,1567567013.04823
524,445,323,34,100,0,1567567013.14982
532,448,324,35,100,0,1567567013.25019
515,442,326,35,100,0,1567567013.34788
532,446,324,35,100,0,1567567013.44781
523,433,324,34,100,0,1567567013.54801
524,461,325,36,100,0,1567567013.64847
528,448,324,35,100,0,1567567013.74812
506,435,324,36,100,0,1567567013.84847
511,437,323,35,100,0,1567567013.94786
512,454,322,36,100,0,1567567014.04850
522,454,324,36,100,0,1567567014.14783
537,438,324,36,100,0,1567567014.24842
495,423,325,36,100,0,1567567014.34819
500,432,324,36,100,0,1567567014.44812
529,427,325,36,100,0,1567567014.54792
518,418,324,37,100,0,1567567014.64840
