Y,X,C
5.156702575,4.556862964,3
5.156702575,4.71757725,3
5.156702575,4.878291535,3
5.156702575,5.039005821,3
5.156702575,5.199720107,3
5.156702575,5.360434393,3
5.156702575,5.521148678,3
5.156702575,5.681862964,3
5.156702575,5.84257725,3
5.156702575,5.976505821,3
5.143242669,-2.019046655,3
5.138756034,-2.4074451,3
5.138756034,-1.443159385,3
5.129782764,-0.157456274,2
5.120809494,0.163961122,2
5.102862954,-2.996775513,3
5.102862954,-1.871775513,3
5.102862954,-1.22891837,3
5.102862954,-0.47891837,2
5.102862954,-0.318204084,2
5.102862954,0.003224487,2
5.102862954,0.056795916,3
5.102862954,0.324653059,2
5.102862954,0.485367345,2
5.102862954,2.306795916,3
5.102862954,2.949653059,3
5.093889684,-0.63964383,2
5.093889684,0.646070456,2
5.075943143,0.230869535,3
5.075943143,1.355869535,3
5.066969873,3.217465503,2
5.062483238,-2.179861513,3
5.057996603,-3.2111171,2
5.049023333,-0.800413989,2
5.049023333,0.806728868,2
5.049023333,1.985300296,3
5.040050063,0.967431979,2
5.027487484,-2.664726523,3
5.022103522,-0.961161799,2
5.013130252,-3.371887259,3
5.013130252,2.788827026,3
5.013130252,3.431684169,3
5.008643617,-1.376357133,3
4.995183712,-5.94333818,3
4.995183712,-5.782623895,3
4.995183712,-5.621909609,3
4.995183712,-5.461195323,3
4.995183712,-5.300481037,3
4.995183712,-5.139766752,3
4.995183712,-4.979052466,3
4.995183712,-4.81833818,3
4.995183712,-4.657623895,3
4.995183712,-4.496909609,3
4.995183712,-4.336195323,3
4.995183712,-4.175481037,3
4.995183712,-4.014766752,3
4.995183712,-3.854052466,3
4.995183712,-3.69333818,3
4.995183712,-2.836195323,3
4.995183712,-2.514766752,3
4.995183712,-2.340659609,3
4.995183712,-1.550481037,3
4.995183712,-1.121909609,2
4.995183712,-1.06833818,3
4.995183712,-0.586195323,3
4.995183712,-0.425481037,3
4.995183712,-0.264766752,3
4.995183712,-0.090659609,3
4.995183712,0.378090391,3
4.995183712,0.538804677,3
4.995183712,1.128090391,2
4.995183712,1.503090391,3
4.995183712,2.145947534,3
4.995183712,2.467376105,3
4.995183712,3.110233248,3
4.995183712,3.753090391,3
4.995183712,3.913804677,3
4.995183712,4.074518963,3
4.995183712,4.235233248,3
4.995183712,4.395947534,3
4.995183712,4.55666182,3
4.995183712,4.717376105,3
4.995183712,4.878090391,3
4.995183712,5.038804677,3
4.995183712,5.199518963,3
4.995183712,5.360233248,3
4.995183712,5.520947534,3
4.995183712,5.68166182,3
4.995183712,5.842376105,3
4.995183712,5.976304677,3
4.968263901,-3.546050276,3
4.968263901,-1.711228847,3
4.968263901,1.67716401,3
4.968263901,3.592342581,3
4.959290631,-2.032668593,3
4.959290631,0.699474264,3
4.959290631,1.824474264,3
4.959290631,2.628045692,3
4.959290631,3.378045692,2
4.950317361,-3.371965482,2
4.950317361,-1.282679768,2
4.950317361,1.288748803,2
4.941344091,-2.996976657,3
4.941344091,-1.871976657,3
4.941344091,-0.907690943,3
4.941344091,-0.746976657,3
4.941344091,0.056594772,3
4.941344091,0.8601662,3
4.941344091,1.154809057,3
4.941344091,1.315523343,3
4.941344091,2.306594772,3
4.941344091,2.949451915,3
4.919808242,-3.147003476,3
4.91442428,1.034239819,3
4.89647774,-1.443461102,2
4.89647774,1.449396041,2
4.88750447,-1.229186562,3
4.88750447,1.985099152,3
4.88750447,3.324384866,3
4.86955793,-2.193494626,3
4.86955793,0.21721966,3
4.847124754,-1.711379705,3
4.847124754,3.177013152,3
4.842638119,-3.69352815,3
4.842638119,-3.532813864,2
4.842638119,-1.604242436,2
4.842638119,1.610043279,2
4.842638119,3.538614707,2
4.842638119,3.699328993,3
4.833664849,-5.943539325,3
4.833664849,-5.782825039,3
4.833664849,-5.622110753,3
4.833664849,-5.461396467,3
4.833664849,-5.300682182,3
4.833664849,-5.139967896,3
4.833664849,-4.97925361,3
4.833664849,-4.818539325,3
4.833664849,-4.657825039,3
4.833664849,-4.497110753,3
4.833664849,-4.336396467,3
4.833664849,-4.175682182,3
4.833664849,-4.014967896,3
4.833664849,-2.836396467,3
4.833664849,-2.514967896,3
4.833664849,-1.068539325,3
4.833664849,-0.586396467,3
4.833664849,-0.425682182,3
4.833664849,-0.264967896,3
4.833664849,0.377889247,3
4.833664849,0.538603533,3
4.833664849,1.636817818,3
4.833664849,2.52074639,3
4.833664849,2.842174961,3
4.833664849,3.860032104,3
4.833664849,4.02074639,3
4.833664849,4.181460675,3
4.833664849,4.342174961,3
4.833664849,4.502889247,3
4.833664849,4.663603533,3
4.833664849,4.824317818,3
4.833664849,4.985032104,3
4.833664849,5.14574639,3
4.833664849,5.306460675,3
4.833664849,5.467174961,3
4.833664849,5.627889247,3
4.833664849,5.788603533,3
4.833664849,5.949317818,3
4.820204944,-3.305163229,3
4.815718309,-2.675704531,3
4.815718309,1.824295469,3
4.806745038,-3.840894277,3
4.806745038,-3.479287134,3
4.806745038,2.132320009,3
4.797771768,-2.354298309,3
4.797771768,-1.872155452,3
4.797771768,-0.104298309,3
4.797771768,0.69927312,3
4.797771768,1.181415977,3
4.793285133,-2.046268182,3
4.793285133,1.958196104,3
4.793285133,2.694803247,3
4.788798498,-1.765023769,2
4.788798498,1.770690516,2
4.779825228,-2.997177801,3
4.779825228,-1.55074923,3
4.779825228,-1.390034944,3
4.779825228,-0.907892087,3
4.779825228,-0.747177801,3
4.779825228,0.056393627,3
4.779825228,0.859965056,3
4.779825228,1.342107913,3
4.766365323,2.373341151,3
4.766365323,3.498341151,3
4.761878688,1.502799849,3
4.752905417,3.016181532,3
4.725985607,-2.193673421,3
4.725985607,-1.229387706,3
4.725985607,1.020612294,3
4.717012337,-3.693684595,2
4.717012337,-1.925827453,2
4.717012337,1.931315405,2
4.717012337,3.699172547,2
4.708039067,-3.157981484,3
4.708039067,0.217018516,3
4.705795749,2.212551436,3
4.699065797,3.806293055,3
4.690092526,3.324139023,3
4.685605891,-3.881223707,3
4.685605891,-3.519616564,3
4.672145986,-5.943740469,3
4.672145986,-5.783026183,3
4.672145986,-5.622311897,3
4.672145986,-5.461597612,3
4.672145986,-5.300883326,3
4.672145986,-5.14016904,3
4.672145986,-4.979454755,3
4.672145986,-4.818740469,3
4.672145986,-4.658026183,3
4.672145986,-4.497311897,3
4.672145986,-4.336597612,3
4.672145986,-4.175883326,3
4.672145986,-2.836597612,3
4.672145986,-2.51516904,3
4.672145986,-1.658026183,3
4.672145986,-1.068740469,3
4.672145986,-0.533026183,3
4.672145986,-0.372311897,3
4.672145986,-0.211597612,3
4.672145986,0.377688103,3
4.672145986,0.538402388,3
4.672145986,1.663402388,3
4.672145986,2.520545245,3
4.672145986,2.841973817,3
4.672145986,4.127688103,3
4.672145986,4.288402388,3
4.672145986,4.449116674,3
4.672145986,4.60983096,3
4.672145986,4.770545245,3
4.672145986,4.931259531,3
4.672145986,5.091973817,3
4.672145986,5.252688103,3
4.672145986,5.413402388,3
4.672145986,5.574116674,3
4.672145986,5.73483096,3
4.672145986,5.895545245,3
4.672145986,6.002688103,3
4.654199446,-2.675905675,3
4.654199446,3.163380039,3
4.645226176,-4.001809707,3
4.645226176,-2.354488279,3
4.645226176,-2.247345421,3
4.645226176,-2.086631136,2
4.645226176,2.091940293,2
4.645226176,3.966940293,3
4.636252905,-3.693785168,3
4.636252905,-3.318785168,3
4.636252905,0.699071975,3
4.636252905,1.181214832,3
4.636252905,1.824071975,3
4.636252905,3.645500547,3
4.618306365,-2.997378945,3
4.618306365,-1.979521803,3
4.618306365,-1.33666466,3
4.618306365,-0.854521803,3
4.618306365,-0.050950374,3
4.618306365,0.109763912,3
4.618306365,0.859763912,3
4.618306365,1.341906769,3
4.60484646,-1.805431422,3
4.60484646,-0.680431422,3
4.600359825,1.502598705,3
4.600359825,2.359741562,3
4.600359825,2.681170134,3
4.591386555,-3.854555327,2
4.591386555,1.998123245,3
4.591386555,3.859730388,2
4.582413284,3.484719213,3
4.564466744,-2.247445994,2
4.564466744,1.020411149,3
4.564466744,2.252554006,2
4.564466744,3.002554006,3
4.546520204,-3.158182629,3
4.542930896,-1.486758527,3
4.537546934,-2.408193803,3
4.528573664,3.323937879,3
4.524087028,-4.042139137,3
4.524087028,-1.001960565,3
4.519600393,-2.51535901,3
4.519600393,2.520355276,3
4.519600393,4.073926704,3
4.510627123,-5.943941613,3
4.510627123,-5.783227327,3
4.510627123,-5.622513042,3
4.510627123,-5.461798756,3
4.510627123,-5.30108447,3
4.510627123,-5.140370185,3
4.510627123,-4.979655899,3
4.510627123,-4.818941613,3
4.510627123,-4.658227327,3
4.510627123,-4.497513042,3
4.510627123,-4.336798756,3
4.510627123,-4.17608447,3
4.510627123,-3.466263042,3
4.510627123,-2.836798756,3
4.510627123,-1.658227327,3
4.510627123,-0.533227327,3
4.510627123,-0.372513042,3
4.510627123,-0.211798756,3
4.510627123,0.270344101,3
4.510627123,0.431058387,3
4.510627123,0.591772673,3
4.510627123,1.716772673,3
4.510627123,2.841772673,3
4.510627123,4.234629815,3
4.510627123,4.395344101,3
4.510627123,4.556058387,3
4.510627123,4.716772673,3
4.510627123,4.877486958,3
4.510627123,5.038201244,3
4.510627123,5.19891553,3
4.510627123,5.359629815,3
4.510627123,5.520344101,3
4.510627123,5.681058387,3
4.510627123,5.841772673,3
4.510627123,5.975701244,3
4.497167218,-1.176101232,3
4.492680583,-2.67610682,3
4.492680583,3.163178895,3
4.492680583,3.806036038,3
4.474734043,-3.318986312,3
4.474734043,2.198870831,3
4.474734043,3.645299402,3
4.465760772,-2.408283201,2
4.465760772,2.413145371,2
4.456787502,-2.99758009,3
4.456787502,-1.979722947,3
4.456787502,-1.336865804,3
4.456787502,-0.854722947,3
4.456787502,-0.051151518,3
4.456787502,0.109562767,3
4.456787502,0.75241991,3
4.456787502,0.913134196,3
4.456787502,1.395277053,3
4.456787502,1.87741991,3
4.443327597,-3.627061138,3
4.438840962,-4.015459582,2
4.438840962,2.680968989,3
4.438840962,4.020254704,2
4.435251654,-3.790464052,3
4.435251654,-2.129749766,3
4.429867692,1.569350672,3
4.420894422,-1.81905336,3
4.420894422,-0.69405336,3
4.420894422,3.484518069,3
4.402947881,1.087174291,3
4.402947881,1.245210005,3
4.402947881,2.051460005,3
4.402947881,3.002352862,3
4.389487976,-2.287842471,3
4.385001341,-3.158383773,3
4.385001341,2.35947337,3
4.376028071,-2.569109233,2
4.376028071,2.57374791,2
4.367054801,3.323736735,3
4.367054801,4.180879592,3
4.35808153,-4.17627444,3
4.34910826,-5.944142757,3
4.34910826,-5.783428472,3
4.34910826,-5.622714186,3
4.34910826,-5.4619999,3
4.34910826,-5.301285615,3
4.34910826,-5.140571329,3
4.34910826,-4.979857043,3
4.34910826,-4.819142757,3
4.34910826,-4.658428472,3
4.34910826,-4.497714186,3
4.34910826,-4.3369999,3
4.34910826,-2.8369999,3
4.34910826,-2.703071329,3
4.34910826,-1.658428472,3
4.34910826,-0.533428472,3
4.34910826,-0.372714186,3
4.34910826,-0.2119999,3
4.34910826,0.270142957,3
4.34910826,0.430857243,3
4.34910826,0.591571528,3
4.34910826,1.716571528,3
4.34910826,2.841571528,3
4.34910826,4.341571528,3
4.34910826,4.502285814,3
4.34910826,4.6630001,3
4.34910826,4.823714385,3
4.34910826,4.984428671,3
4.34910826,5.145142957,3
4.34910826,5.305857243,3
4.34910826,5.466571528,3
4.34910826,5.627285814,3
4.34910826,5.7880001,3
4.34910826,5.948714385,3
4.335648355,-3.948623805,3
4.33116172,-1.497736535,3
4.33116172,-1.015593678,3
4.33116172,3.16297775,3
4.33116172,4.020120608,3
4.32218845,3.872788004,3
4.31321518,-3.479901742,3
4.31321518,-3.319187456,3
4.31321518,-1.176330313,3
4.31321518,2.198669687,3
4.31321518,4.180812544,2
4.295268639,-4.176352663,2
4.295268639,-2.997781234,3
4.295268639,-1.979924091,3
4.295268639,-1.337066948,3
4.295268639,-0.854924091,3
4.295268639,-0.051352663,3
4.295268639,0.109361623,3
4.295268639,0.752218766,3
4.295268639,0.912933052,3
4.295268639,1.395075909,3
4.295268639,1.877218766,3
4.281808734,-2.448690853,3
4.281808734,3.712023432,3
4.277322099,2.520053559,3
4.259375559,-3.640683076,3
4.259375559,-2.72996879,2
4.259375559,-1.819254504,3
4.259375559,-0.694254504,3
4.259375559,2.734316924,2
4.254888924,3.551275623,3
4.241429018,1.555723146,3
4.227969113,2.988742099,3
4.223482478,-3.80144206,3
4.223482478,-3.158584917,3
4.223482478,-2.140727774,3
4.223482478,2.359272226,3
4.205535938,-2.301464409,3
4.205535938,1.073535591,3
4.205535938,2.037821305,3
4.201049303,-4.109505711,3
4.201049303,-2.863969997,3
4.201049303,2.68067286,3
4.201049303,3.390494289,3
4.196562668,-4.33718987,3
4.196562668,4.341381559,3
4.187589397,-5.944343902,3
4.187589397,-5.783629616,3
4.187589397,-5.62291533,3
4.187589397,-5.462201045,3
4.187589397,-5.301486759,3
4.187589397,-5.140772473,3
4.187589397,-4.980058187,3
4.187589397,-4.819343902,3
4.187589397,-4.658629616,3
4.187589397,-1.658629616,3
4.187589397,-0.533629616,3
4.187589397,-0.37291533,3
4.187589397,-0.212201045,3
4.187589397,0.269941813,3
4.187589397,0.430656098,3
4.187589397,0.591370384,3
4.187589397,1.234227527,3
4.187589397,1.716370384,3
4.187589397,4.662798955,3
4.187589397,4.823513241,3
4.187589397,4.984227527,3
4.187589397,5.144941813,3
4.187589397,5.305656098,3
4.187589397,5.466370384,3
4.187589397,5.62708467,3
4.187589397,5.787798955,3
4.187589397,5.948513241,3
4.169642857,-2.99793768,3
4.169642857,-1.49793768,3
4.169642857,-1.015794822,3
4.169642857,4.019919463,3
4.169642857,4.180633749,3
4.160669587,-4.484555997,3
4.160669587,3.229729717,3
4.160669587,4.488658289,3
4.155285625,-2.612241273,3
4.151696317,-3.962245743,3
4.151696317,-3.480102886,3
4.151696317,-3.3193886,3
4.151696317,-1.176531458,3
4.151696317,2.198468542,3
4.151696317,2.894897114,2
4.142723047,-2.890828347,2
4.133749777,-4.337268093,2
4.133749777,-1.980125235,3
4.133749777,-1.337268093,3
4.133749777,-0.855125235,3
4.133749777,-0.051553807,3
4.133749777,0.109160479,3
4.133749777,0.752017622,3
4.133749777,0.912731907,3
4.133749777,1.394874765,3
4.133749777,1.877017622,3
4.133749777,3.859160479,3
4.133749777,4.341303336,2
4.124776506,3.073435018,3
4.11759789,2.851997507,3
4.115803236,2.519852415,3
4.097856696,-3.64088422,3
4.097856696,-2.462312791,3
4.097856696,-1.819455649,3
4.097856696,-0.694455649,3
4.097856696,3.698401494,3
4.079910156,1.555522002,3
4.061963615,-3.801643204,3
4.061963615,-2.140928919,3
4.061963615,3.53764251,3
